total_loss,reconstruction_loss,kl_divergence,regression_loss
0.4137431693410683,0.40202421554152046,11642.045776924904,0.01171895340728605
0.26284275543070196,0.25571875773723435,15950.202997840519,0.007123992973029069
0.24464158316396564,0.23874878914849135,18088.894620345294,0.0058927640922820735
0.23523537043603335,0.23002302410056563,20061.79899488239,0.005212242832207368
0.22753642752196435,0.22296184823044635,21890.28759779568,0.004574275439017921
0.222037071112154,0.2179936128197773,23771.79744331364,0.004042560786491782
0.21794006847130237,0.21433594499500325,27005.330690498286,0.0036013522620197452
0.2131547252325791,0.2099299310429446,31725.718425966414,0.003215944409095972
0.21002445501439712,0.2069814601909903,33448.43131491826,0.003017632382403823
0.2067960244563564,0.20386763934848107,31263.759144885957,0.0028639457929589022
0.20408535332151442,0.20119132911696017,23645.149599782268,0.0027615451664163354
0.20170004105036904,0.19881849155161874,14273.875436552997,0.0026641587466416376
0.19955133918623866,0.19663643983348583,7243.092023029251,0.002615039783483664
0.1978753635214098,0.19498153047892516,3237.466433801221,0.0025295040347208635
0.19556323955019564,0.19263780579983608,1345.9808107699619,0.00251369499471113
0.19391242872981054,0.19105072463328057,515.3295794061631,0.002433192974920765
0.19225569393619818,0.1894305932018023,189.4561871060775,0.0023968683258268125
0.19076757435115116,0.18794831998650513,71.11218520207517,0.002382328753215476
0.1893429973597257,0.18656091292472243,27.014328558468126,0.002330906881508271
0.18801103460829574,0.18525911402116838,10.32200925538092,0.002283323302078909
0.18676641093261714,0.1840121162271309,3.9182324319958757,0.0022708061608623636
0.18560828348522795,0.1828648654615314,1.4004293188988857,0.0022737837120915083
0.1844202217580522,0.18168189762525053,0.4959619957198421,0.0022864773844782026
0.18343419696112348,0.18066890541142835,0.1832785959382659,0.0023121124163120008
0.18252610452239137,0.17968165207290432,0.0731763495403586,0.002354694016305448
0.1817092922740089,0.17869887903102938,0.031607244812645686,0.002441918574750151
0.18105142935897744,0.1778323246726712,0.014520148544022862,0.002530474103186737
0.18043589712823208,0.176975802395563,0.006867427355490161,0.002641477384939598
0.1799200231316837,0.17611565771510027,0.003718026735522555,0.002804434179982063
0.1793839251361936,0.1753341559339836,0.00223049344436432,0.002934522588398501
0.17871595015361064,0.17462600726764044,0.0015576694741513237,0.0029511953114868613
0.17844012290290395,0.1739005206364485,0.0014774476814651272,0.0032382706988141204
0.1773581546180797,0.1731907164008872,0.0011385104643964958,0.003082922570325481
0.17664145871886247,0.172540280936038,0.0011233667146812365,0.0029980160818801715
0.1759380351332921,0.17189317494886117,0.0010686213972907555,0.0029833908783865487
0.1754182072059554,0.17133590579883906,0.001117361963714347,0.002967702402166282
0.17471808979744097,0.17077937317977016,0.0010335051727458316,0.002906152900020623
0.17425541270807224,0.17034845454123687,0.0010082282079144384,0.0028990679960389397
0.1735734507773414,0.16961239731904101,0.0010627078233889891,0.002898476698152883
0.1730757844679564,0.16916512224348798,0.0010239561410170838,0.002886752560556569
0.17279935951133513,0.16892150136350156,0.000990488694641401,0.002887385592836863
0.17203237782676584,0.16812907755034506,0.0010393884166998567,0.0028639140908927074
0.17152098584590403,0.16772914645945528,0.0009524451195342687,0.002839394270238716
0.17107911244553883,0.16724426635907488,0.0010009910432629283,0.0028338550391454336
0.17058641109073047,0.16677035724075095,0.0009954866853732506,0.0028205671731828326
0.1700827745472888,0.16631804442385276,0.0009667234955890597,0.002798006860544636
0.1696894404838454,0.16593453189361307,0.0009778719299660622,0.0027770365754313667
0.1694333840614724,0.1656903926302269,0.0009727177621295696,0.0027702737539508798
0.16892521305468203,0.1652283130255105,0.0009414572194261186,0.002755442744856014
0.16862677976378435,0.1647903494566662,0.0009979117365989053,0.0028385186531601726
0.16829202345852712,0.16449138705966,0.0009992331487665444,0.002801403336730631
0.16787558892738608,0.1642485707913175,0.0009131408602356707,0.0027138774512869665
0.16740040554277288,0.16373382235580958,0.0009486136744187125,0.002717969591196399
0.17070918784251832,0.16536593759727097,0.0020576452848095677,0.003285605082903238
0.16692065967960673,0.16297996099474496,0.0008777290123112198,0.0030629698116372717
0.16674217852369708,0.16292191240223797,0.0008674818301187251,0.002952784331696803
0.16645765182871194,0.16268803181817096,0.0008660643560963995,0.002903555577388432
0.1662084112876759,0.1625199385757517,0.0009148583999025964,0.002773614343136617
0.16571416153967686,0.1620536546394663,0.000917925366941416,0.002742581389063085
0.16547207802380923,0.16183717381198498,0.0009236169126903854,0.002711287275664636
0.16528540083777898,0.1617208979151577,0.000887020477766585,0.0026774823514431893
0.16499675610350037,0.16136225846105137,0.0009379158320936184,0.002696581719736268
0.16484347355154702,0.16123970886899838,0.0008923729986956568,0.0027113916446268134
0.16447919728005703,0.16083081482751652,0.0009402988945532363,0.0027080835795284235
0.1645846812044941,0.16101402385550728,0.0009104454776071127,0.0026602117899355337
0.16402938464142675,0.16053132848151408,0.0008552535168447882,0.0026428026426689906
0.1636813767190527,0.16013387036214619,0.0009047766197483448,0.0026427298015156927
0.16359981444309535,0.16016370406122224,0.0008421043611675722,0.0025940059305518135
0.1632496025189885,0.1597274369951114,0.0008812274407278396,0.0026409378775109835
0.1631246112640213,0.15960925669414122,0.0008985717115505704,0.002616782945890335
0.16291918678327263,0.15940858534340993,0.0008711133222454688,0.002639488178783488
0.16286704084622664,0.15931539714064072,0.0009054524057051714,0.0026461914751353195
0.1625504509116635,0.15906866531348923,0.0008683533821018814,0.00261343212312631
0.16281449616057475,0.15868398765030756,0.001263378365662083,0.0028671299553221503
0.16226009720737494,0.1587946447285838,0.000790532778359222,0.002674919706349102
0.16211013091692988,0.1583525695455612,0.0009794991605966722,0.0027780622375654595
0.16179493708756226,0.15832895513672887,0.0008068970446583885,0.0026590849724606206
0.16155531970110706,0.15808641422925032,0.0008492179593653219,0.0026196875705328934
0.16266117150922424,0.15840605303840866,0.0014154465282936902,0.0028396721195050865
0.16163646391056252,0.15827643183692397,0.0007473421328276107,0.0026126898979280957
0.16083781673934106,0.15746441562641422,0.0007708354856816787,0.0026025655181431714
0.16095868513830588,0.15752025129861794,0.0008396353808761937,0.002598798474169808
0.1610734826799531,0.1575733638453116,0.0008728456694626386,0.0026272730496943396
0.16057233694517428,0.1571617349429106,0.0008466175663205708,0.002563984337944148
0.16074692054110756,0.15726461090883617,0.000864197872898226,0.00261811182113776
0.16037444183140193,0.1569410212665609,0.0008555479147718812,0.0025778728045804
0.16017168596906026,0.1566884873476388,0.0008912075253502428,0.0025919910752613936
0.16302811859472352,0.1566847451222685,0.002132296902598278,0.004211076596849675
0.16061205830082492,0.1563221698808779,0.0009799402383720447,0.0033099483976513997
0.16017578795833087,0.1564336657132645,0.0007614121138879329,0.002980710137295066
0.15993518643996021,0.15624712068036514,0.0008062471293640573,0.0028818185860849596
0.15969860417580073,0.1560687022863423,0.0008203978200832957,0.0028095042585915986
0.15970006003031248,0.1561087166272457,0.000821865418514206,0.0027694780711161196
0.15932326545584616,0.1557558438374205,0.0008204767426240791,0.002746944964226699
0.15926773470854635,0.1557246644894509,0.0008233443013196125,0.0027197258482989815
0.1591729646253967,0.15561548721306942,0.000832532862810868,0.002724944512883168
0.15904595441201427,0.15552472931224914,0.0008320737096120943,0.002689151513150365
0.15883589587437638,0.1553564292577115,0.0008107132056588653,0.002668753414463224
0.15857063860194742,0.1551324460146973,0.0007998824187648561,0.0026383100738770183
0.15865713187723687,0.15519362207244697,0.000825432251004884,0.0026380775531866657
0.1585368633712788,0.1550264302864543,0.0008487371905472263,0.002661695956906196
0.1584054563707246,0.15494632982206916,0.000819052562653712,0.002640073987996277
0.1583106592084802,0.154813462609839,0.0008882599037623555,0.002608936621213405
0.15795813027720393,0.15455440016966557,0.0007706274821511818,0.0026331026800378928
0.15809342870196227,0.15471485659675827,0.0007992236529807238,0.0025793484277567952
0.15782093275008646,0.1544065647027208,0.0008283427175557797,0.002586025397425176
0.15800460474379466,0.15452509452995744,0.0008217497494205756,0.0026577605944614045
0.15767296915528162,0.15430805711729875,0.0008053357842171417,0.0025595760775138565
0.15769843480574752,0.15428417552579546,0.0008136598230565635,0.0026005992233335148
0.15740597309350016,0.15403806427967065,0.0007970559127258614,0.0025708526605607218
0.15777056245957696,0.15444198563090739,0.0007959810888202173,0.0025325956462384086
0.1572237151782898,0.15384550971313588,0.0008006402079137239,0.002577565336822804
0.15775796053649221,0.1542496829033579,0.0009177976645856909,0.0025904801325672554
0.15740853904622545,0.15403765746350292,0.0007652819224727419,0.0026055997466803583
0.15695175560013624,0.15361330995622327,0.0007630282133256007,0.002575417401666393
0.1567473482449078,0.15344642963088084,0.0007787973692865115,0.0025221213458642058
0.1569579802942848,0.15360740371801593,0.0007990605316456218,0.0025515160315256803
0.15665471156381458,0.15327895788857762,0.0008379524772607007,0.0025378011454530764
0.15675421797807118,0.15346946388159663,0.0007737729632466402,0.0025109810596954255
0.15636997619300214,0.15310431303704283,0.0007700922147401192,0.002495570869947215
